Id,BasePrice,Unit,Task,Specification,Material,Location,MaterialCoef,PositionCoef
750,80,ks,Osazení,Rozvaděč,Tvárnice,Strop,1.5,1.1
751,80,ks,Osazení,Rozvaděč,Tvárnice,Stěna,1.5,1.2
752,80,ks,Osazení,Rozvaděč,Tvárnice,Štafle,1.5,1.5
753,80,ks,Osazení,Rozvaděč,Železobeton,Nízká (u podlahy),2.5,1
754,80,ks,Osazení,Rozvaděč,Železobeton,Strop,2.5,1.1
755,80,ks,Osazení,Rozvaděč,Železobeton,Stěna,2.5,1.2
756,80,ks,Osazení,Rozvaděč,Železobeton,Štafle,2.5,1.5
757,80,ks,Osazení,Rozvaděč,-,Nízká (u podlahy),1,1
758,80,ks,Osazení,Rozvaděč,-,Strop,1,1.1
759,80,ks,Osazení,Rozvaděč,-,Stěna,1,1.2
760,80,ks,Osazení,Rozvaděč,-,Štafle,1,1.5
761,80,ks,Osazení,Rozvaděč,Beton,Nízká (u podlahy),2,1
762,80,ks,Osazení,Rozvaděč,Beton,Strop,2,1.1
763,80,ks,Osazení,Rozvaděč,Beton,Stěna,2,1.2
764,80,ks,Osazení,Rozvaděč,Beton,Štafle,2,1.5
765,80,ks,Osazení,Rozvaděč,Cihla,Nízká (u podlahy),1.4,1
766,80,ks,Osazení,Rozvaděč,Cihla,Strop,1.4,1.1
767,80,ks,Osazení,Rozvaděč,Cihla,Stěna,1.4,1.2
768,80,ks,Osazení,Rozvaděč,Cihla,Štafle,1.4,1.5
769,80,ks,Osazení,Rozvaděč,Dlažba,Nízká (u podlahy),1.2,1
770,80,ks,Osazení,Rozvaděč,Dlažba,Strop,1.2,1.1
771,80,ks,Osazení,Rozvaděč,Dlažba,Stěna,1.2,1.2
772,80,ks,Osazení,Rozvaděč,Dlažba,Štafle,1.2,1.5
773,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Nízká (u podlahy),1,1
774,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Strop,1,1.1
775,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Stěna,1,1.2
776,80,ks,Osazení,Rozvaděč,Omítka - Sádra,Štafle,1,1.5
777,80,ks,Osazení,Rozvaděč,Tvárnice,Nízká (u podlahy),1.5,1
778,80,ks,Osazení,Rozvaděč,Tvárnice,Strop,1.5,1.1
779,80,ks,Osazení,Rozvaděč,Tvárnice,Stěna,1.5,1.2
780,80,ks,Osazení,Rozvaděč,Tvárnice,Štafle,1.5,1.5
781,80,ks,Osazení,Rozvaděč,Železobeton,Nízká (u podlahy),2.5,1
782,80,ks,Osazení,Rozvaděč,Železobeton,Strop,2.5,1.1
783,80,ks,Osazení,Rozvaděč,Železobeton,Stěna,2.5,1.2
784,80,ks,Osazení,Rozvaděč,Železobeton,Štafle,2.5,1.5
785,80,m,Osazení,Spára,-,Nízká (u podlahy),1,1
786,80,m,Osazení,Spára,-,Strop,1,1.1
787,80,m,Osazení,Spára,-,Stěna,1,1.2
788,80,m,Osazení,Spára,-,Štafle,1,1.5
789,80,m,Osazení,Spára,Beton,Nízká (u podlahy),2,1
790,80,m,Osazení,Spára,Beton,Strop,2,1.1
791,80,m,Osazení,Spára,Beton,Stěna,2,1.2
792,80,m,Osazení,Spára,Beton,Štafle,2,1.5
793,80,m,Osazení,Spára,Cihla,Nízká (u podlahy),1.4,1
794,80,m,Osazení,Spára,Cihla,Strop,1.4,1.1
795,80,m,Osazení,Spára,Cihla,Stěna,1.4,1.2
796,80,m,Osazení,Spára,Cihla,Štafle,1.4,1.5
797,80,m,Osazení,Spára,Dlažba,Nízká (u podlahy),1.2,1
798,80,m,Osazení,Spára,Dlažba,Strop,1.2,1.1
799,80,m,Osazení,Spára,Dlažba,Stěna,1.2,1.2
800,80,m,Osazení,Spára,Dlažba,Štafle,1.2,1.5
801,80,m,Osazení,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
802,80,m,Osazení,Spára,Omítka - Sádra,Strop,1,1.1
803,80,m,Osazení,Spára,Omítka - Sádra,Stěna,1,1.2
804,80,m,Osazení,Spára,Omítka - Sádra,Štafle,1,1.5
805,80,m,Osazení,Spára,Tvárnice,Nízká (u podlahy),1.5,1
806,80,m,Osazení,Spára,Tvárnice,Strop,1.5,1.1
807,80,m,Osazení,Spára,Tvárnice,Stěna,1.5,1.2
808,80,m,Osazení,Spára,Tvárnice,Štafle,1.5,1.5
809,80,m,Osazení,Spára,Železobeton,Nízká (u podlahy),2.5,1
810,80,m,Osazení,Spára,Železobeton,Strop,2.5,1.1
811,80,m,Osazení,Spára,Železobeton,Stěna,2.5,1.2
812,80,m,Osazení,Spára,Železobeton,Štafle,2.5,1.5
813,80,m,Osazení,Spára,-,Nízká (u podlahy),1,1
814,80,m,Osazení,Spára,-,Strop,1,1.1
815,80,m,Osazení,Spára,-,Stěna,1,1.2
816,80,m,Osazení,Spára,-,Štafle,1,1.5
817,80,m,Osazení,Spára,Beton,Nízká (u podlahy),2,1
818,80,m,Osazení,Spára,Beton,Strop,2,1.1
819,80,m,Osazení,Spára,Beton,Stěna,2,1.2
820,80,m,Osazení,Spára,Beton,Štafle,2,1.5
821,80,m,Osazení,Spára,Cihla,Nízká (u podlahy),1.4,1
822,80,m,Osazení,Spára,Cihla,Strop,1.4,1.1
823,80,m,Osazení,Spára,Cihla,Stěna,1.4,1.2
824,80,m,Osazení,Spára,Cihla,Štafle,1.4,1.5
825,80,m,Osazení,Spára,Dlažba,Nízká (u podlahy),1.2,1
826,80,m,Osazení,Spára,Dlažba,Strop,1.2,1.1
827,80,m,Osazení,Spára,Dlažba,Stěna,1.2,1.2
828,80,m,Osazení,Spára,Dlažba,Štafle,1.2,1.5
829,80,m,Osazení,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
830,80,m,Osazení,Spára,Omítka - Sádra,Strop,1,1.1
831,80,m,Osazení,Spára,Omítka - Sádra,Stěna,1,1.2
832,80,m,Osazení,Spára,Omítka - Sádra,Štafle,1,1.5
833,80,m,Osazení,Spára,Tvárnice,Nízká (u podlahy),1.5,1
834,80,m,Osazení,Spára,Tvárnice,Strop,1.5,1.1
835,80,m,Osazení,Spára,Tvárnice,Stěna,1.5,1.2
836,80,m,Osazení,Spára,Tvárnice,Štafle,1.5,1.5
837,80,m,Osazení,Spára,Železobeton,Nízká (u podlahy),2.5,1
838,80,m,Osazení,Spára,Železobeton,Strop,2.5,1.1
839,80,m,Osazení,Spára,Železobeton,Stěna,2.5,1.2
840,80,m,Osazení,Spára,Železobeton,Štafle,2.5,1.5
841,80,m,Osazení,Spára,-,Nízká (u podlahy),1,1
842,80,m,Osazení,Spára,-,Strop,1,1.1
843,80,m,Osazení,Spára,-,Stěna,1,1.2
844,80,m,Osazení,Spára,-,Štafle,1,1.5
845,80,m,Osazení,Spára,Beton,Nízká (u podlahy),2,1
846,80,m,Osazení,Spára,Beton,Strop,2,1.1
847,80,m,Osazení,Spára,Beton,Stěna,2,1.2
848,80,m,Osazení,Spára,Beton,Štafle,2,1.5
849,80,m,Osazení,Spára,Cihla,Nízká (u podlahy),1.4,1
850,80,m,Osazení,Spára,Cihla,Strop,1.4,1.1
851,80,m,Osazení,Spára,Cihla,Stěna,1.4,1.2
852,80,m,Osazení,Spára,Cihla,Štafle,1.4,1.5
853,80,m,Osazení,Spára,Dlažba,Nízká (u podlahy),1.2,1
854,80,m,Osazení,Spára,Dlažba,Strop,1.2,1.1
855,80,m,Osazení,Spára,Dlažba,Stěna,1.2,1.2
856,80,m,Osazení,Spára,Dlažba,Štafle,1.2,1.5
857,80,m,Osazení,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
858,80,m,Osazení,Spára,Omítka - Sádra,Strop,1,1.1
859,80,m,Osazení,Spára,Omítka - Sádra,Stěna,1,1.2
860,80,m,Osazení,Spára,Omítka - Sádra,Štafle,1,1.5
861,80,m,Osazení,Spára,Tvárnice,Nízká (u podlahy),1.5,1
862,80,m,Osazení,Spára,Tvárnice,Strop,1.5,1.1
863,80,m,Osazení,Spára,Tvárnice,Stěna,1.5,1.2
864,80,m,Osazení,Spára,Tvárnice,Štafle,1.5,1.5
865,80,m,Osazení,Spára,Železobeton,Nízká (u podlahy),2.5,1
866,80,m,Osazení,Spára,Železobeton,Strop,2.5,1.1
867,80,m,Osazení,Spára,Železobeton,Stěna,2.5,1.2
868,80,m,Osazení,Spára,Železobeton,Štafle,2.5,1.5
869,80,m,Osazení,Spára,-,Nízká (u podlahy),1,1
870,80,m,Osazení,Spára,-,Strop,1,1.1
871,80,m,Osazení,Spára,-,Stěna,1,1.2
872,80,m,Osazení,Spára,-,Štafle,1,1.5
873,80,m,Osazení,Spára,Beton,Nízká (u podlahy),2,1
874,80,m,Osazení,Spára,Beton,Strop,2,1.1
875,80,m,Osazení,Spára,Beton,Stěna,2,1.2
876,80,m,Osazení,Spára,Beton,Štafle,2,1.5
877,80,m,Osazení,Spára,Cihla,Nízká (u podlahy),1.4,1
878,80,m,Osazení,Spára,Cihla,Strop,1.4,1.1
879,80,m,Osazení,Spára,Cihla,Stěna,1.4,1.2
880,80,m,Osazení,Spára,Cihla,Štafle,1.4,1.5
881,80,m,Osazení,Spára,Dlažba,Nízká (u podlahy),1.2,1
882,80,m,Osazení,Spára,Dlažba,Strop,1.2,1.1
883,80,m,Osazení,Spára,Dlažba,Stěna,1.2,1.2
884,80,m,Osazení,Spára,Dlažba,Štafle,1.2,1.5
885,80,m,Osazení,Spára,Omítka - Sádra,Nízká (u podlahy),1,1
886,80,m,Osazení,Spára,Omítka - Sádra,Strop,1,1.1
887,80,m,Osazení,Spára,Omítka - Sádra,Stěna,1,1.2
888,80,m,Osazení,Spára,Omítka - Sádra,Štafle,1,1.5
889,80,m,Osazení,Spára,Tvárnice,Nízká (u podlahy),1.5,1
890,80,m,Osazení,Spára,Tvárnice,Strop,1.5,1.1
891,80,m,Osazení,Spára,Tvárnice,Stěna,1.5,1.2
892,80,m,Osazení,Spára,Tvárnice,Štafle,1.5,1.5
893,80,m,Osazení,Spára,Železobeton,Nízká (u podlahy),2.5,1
894,80,m,Osazení,Spára,Železobeton,Strop,2.5,1.1
895,80,m,Osazení,Spára,Železobeton,Stěna,2.5,1.2
896,80,m,Osazení,Spára,Železobeton,Štafle,2.5,1.5
897,180,ks,Vrtání otvor,El. krabice,-,Nízká (u podlahy),1,1
898,180,ks,Vrtání otvor,El. krabice,-,Strop,1,1.1
899,180,ks,Vrtání otvor,El. krabice,-,Stěna,1,1.2
900,180,ks,Vrtání otvor,El. krabice,-,Štafle,1,1.5
901,180,ks,Vrtání otvor,El. krabice,Beton,Nízká (u podlahy),2,1
902,180,ks,Vrtání otvor,El. krabice,Beton,Strop,2,1.1
903,180,ks,Vrtání otvor,El. krabice,Beton,Stěna,2,1.2
904,180,ks,Vrtání otvor,El. krabice,Beton,Štafle,2,1.5
905,180,ks,Vrtání otvor,El. krabice,Cihla,Nízká (u podlahy),1.4,1
906,180,ks,Vrtání otvor,El. krabice,Cihla,Strop,1.4,1.1
907,180,ks,Vrtání otvor,El. krabice,Cihla,Stěna,1.4,1.2
908,180,ks,Vrtání otvor,El. krabice,Cihla,Štafle,1.4,1.5
909,180,ks,Vrtání otvor,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
910,180,ks,Vrtání otvor,El. krabice,Dlažba,Strop,1.2,1.1
911,180,ks,Vrtání otvor,El. krabice,Dlažba,Stěna,1.2,1.2
912,180,ks,Vrtání otvor,El. krabice,Dlažba,Štafle,1.2,1.5
913,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
914,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Strop,1,1.1
915,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Stěna,1,1.2
916,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Štafle,1,1.5
917,180,ks,Vrtání otvor,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
918,180,ks,Vrtání otvor,El. krabice,Tvárnice,Strop,1.5,1.1
919,180,ks,Vrtání otvor,El. krabice,Tvárnice,Stěna,1.5,1.2
920,180,ks,Vrtání otvor,El. krabice,Tvárnice,Štafle,1.5,1.5
921,180,ks,Vrtání otvor,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
922,180,ks,Vrtání otvor,El. krabice,Železobeton,Strop,2.5,1.1
923,180,ks,Vrtání otvor,El. krabice,Železobeton,Stěna,2.5,1.2
924,180,ks,Vrtání otvor,El. krabice,Železobeton,Štafle,2.5,1.5
925,180,ks,Vrtání otvor,El. krabice,-,Nízká (u podlahy),1,1
926,180,ks,Vrtání otvor,El. krabice,-,Strop,1,1.1
927,180,ks,Vrtání otvor,El. krabice,-,Stěna,1,1.2
928,180,ks,Vrtání otvor,El. krabice,-,Štafle,1,1.5
929,180,ks,Vrtání otvor,El. krabice,Beton,Nízká (u podlahy),2,1
930,180,ks,Vrtání otvor,El. krabice,Beton,Strop,2,1.1
931,180,ks,Vrtání otvor,El. krabice,Beton,Stěna,2,1.2
932,180,ks,Vrtání otvor,El. krabice,Beton,Štafle,2,1.5
933,180,ks,Vrtání otvor,El. krabice,Cihla,Nízká (u podlahy),1.4,1
934,180,ks,Vrtání otvor,El. krabice,Cihla,Strop,1.4,1.1
935,180,ks,Vrtání otvor,El. krabice,Cihla,Stěna,1.4,1.2
936,180,ks,Vrtání otvor,El. krabice,Cihla,Štafle,1.4,1.5
937,180,ks,Vrtání otvor,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
938,180,ks,Vrtání otvor,El. krabice,Dlažba,Strop,1.2,1.1
939,180,ks,Vrtání otvor,El. krabice,Dlažba,Stěna,1.2,1.2
940,180,ks,Vrtání otvor,El. krabice,Dlažba,Štafle,1.2,1.5
941,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
942,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Strop,1,1.1
943,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Stěna,1,1.2
944,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Štafle,1,1.5
945,180,ks,Vrtání otvor,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
946,180,ks,Vrtání otvor,El. krabice,Tvárnice,Strop,1.5,1.1
947,180,ks,Vrtání otvor,El. krabice,Tvárnice,Stěna,1.5,1.2
948,180,ks,Vrtání otvor,El. krabice,Tvárnice,Štafle,1.5,1.5
949,180,ks,Vrtání otvor,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
950,180,ks,Vrtání otvor,El. krabice,Železobeton,Strop,2.5,1.1
951,180,ks,Vrtání otvor,El. krabice,Železobeton,Stěna,2.5,1.2
952,180,ks,Vrtání otvor,El. krabice,Železobeton,Štafle,2.5,1.5
953,180,ks,Vrtání otvor,El. krabice,-,Nízká (u podlahy),1,1
954,180,ks,Vrtání otvor,El. krabice,-,Strop,1,1.1
955,180,ks,Vrtání otvor,El. krabice,-,Stěna,1,1.2
956,180,ks,Vrtání otvor,El. krabice,-,Štafle,1,1.5
957,180,ks,Vrtání otvor,El. krabice,Beton,Nízká (u podlahy),2,1
958,180,ks,Vrtání otvor,El. krabice,Beton,Strop,2,1.1
959,180,ks,Vrtání otvor,El. krabice,Beton,Stěna,2,1.2
960,180,ks,Vrtání otvor,El. krabice,Beton,Štafle,2,1.5
961,180,ks,Vrtání otvor,El. krabice,Cihla,Nízká (u podlahy),1.4,1
962,180,ks,Vrtání otvor,El. krabice,Cihla,Strop,1.4,1.1
963,180,ks,Vrtání otvor,El. krabice,Cihla,Stěna,1.4,1.2
964,180,ks,Vrtání otvor,El. krabice,Cihla,Štafle,1.4,1.5
965,180,ks,Vrtání otvor,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
966,180,ks,Vrtání otvor,El. krabice,Dlažba,Strop,1.2,1.1
967,180,ks,Vrtání otvor,El. krabice,Dlažba,Stěna,1.2,1.2
968,180,ks,Vrtání otvor,El. krabice,Dlažba,Štafle,1.2,1.5
969,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
970,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Strop,1,1.1
971,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Stěna,1,1.2
972,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Štafle,1,1.5
973,180,ks,Vrtání otvor,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
974,180,ks,Vrtání otvor,El. krabice,Tvárnice,Strop,1.5,1.1
975,180,ks,Vrtání otvor,El. krabice,Tvárnice,Stěna,1.5,1.2
976,180,ks,Vrtání otvor,El. krabice,Tvárnice,Štafle,1.5,1.5
977,180,ks,Vrtání otvor,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
978,180,ks,Vrtání otvor,El. krabice,Železobeton,Strop,2.5,1.1
979,180,ks,Vrtání otvor,El. krabice,Železobeton,Stěna,2.5,1.2
980,180,ks,Vrtání otvor,El. krabice,Železobeton,Štafle,2.5,1.5
981,180,ks,Vrtání otvor,El. krabice,-,Nízká (u podlahy),1,1
982,180,ks,Vrtání otvor,El. krabice,-,Strop,1,1.1
983,180,ks,Vrtání otvor,El. krabice,-,Stěna,1,1.2
984,180,ks,Vrtání otvor,El. krabice,-,Štafle,1,1.5
985,180,ks,Vrtání otvor,El. krabice,Beton,Nízká (u podlahy),2,1
986,180,ks,Vrtání otvor,El. krabice,Beton,Strop,2,1.1
987,180,ks,Vrtání otvor,El. krabice,Beton,Stěna,2,1.2
988,180,ks,Vrtání otvor,El. krabice,Beton,Štafle,2,1.5
989,180,ks,Vrtání otvor,El. krabice,Cihla,Nízká (u podlahy),1.4,1
990,180,ks,Vrtání otvor,El. krabice,Cihla,Strop,1.4,1.1
991,180,ks,Vrtání otvor,El. krabice,Cihla,Stěna,1.4,1.2
992,180,ks,Vrtání otvor,El. krabice,Cihla,Štafle,1.4,1.5
993,180,ks,Vrtání otvor,El. krabice,Dlažba,Nízká (u podlahy),1.2,1
994,180,ks,Vrtání otvor,El. krabice,Dlažba,Strop,1.2,1.1
995,180,ks,Vrtání otvor,El. krabice,Dlažba,Stěna,1.2,1.2
996,180,ks,Vrtání otvor,El. krabice,Dlažba,Štafle,1.2,1.5
997,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Nízká (u podlahy),1,1
998,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Strop,1,1.1
999,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Stěna,1,1.2
1000,180,ks,Vrtání otvor,El. krabice,Omítka - Sádra,Štafle,1,1.5
1001,180,ks,Vrtání otvor,El. krabice,Tvárnice,Nízká (u podlahy),1.5,1
1002,180,ks,Vrtání otvor,El. krabice,Tvárnice,Strop,1.5,1.1
1003,180,ks,Vrtání otvor,El. krabice,Tvárnice,Stěna,1.5,1.2
1004,180,ks,Vrtání otvor,El. krabice,Tvárnice,Štafle,1.5,1.5
1005,180,ks,Vrtání otvor,El. krabice,Železobeton,Nízká (u podlahy),2.5,1
1006,180,ks,Vrtání otvor,El. krabice,Železobeton,Strop,2.5,1.1
1007,180,ks,Vrtání otvor,El. krabice,Železobeton,Stěna,2.5,1.2
1008,180,ks,Vrtání otvor,El. krabice,Železobeton,Štafle,2.5,1.5
1009,180,ks,Vrtání otvor,Průchozí díra,-,Nízká (u podlahy),1,1
1010,180,ks,Vrtání otvor,Průchozí díra,-,Strop,1,1.1
1011,180,ks,Vrtání otvor,Průchozí díra,-,Stěna,1,1.2
1012,180,ks,Vrtání otvor,Průchozí díra,-,Štafle,1,1.5
1013,180,ks,Vrtání otvor,Průchozí díra,Beton,Nízká (u podlahy),2,1
1014,180,ks,Vrtání otvor,Průchozí díra,Beton,Strop,2,1.1
1015,180,ks,Vrtání otvor,Průchozí díra,Beton,Stěna,2,1.2
1016,180,ks,Vrtání otvor,Průchozí díra,Beton,Štafle,2,1.5
1017,180,ks,Vrtání otvor,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
1018,180,ks,Vrtání otvor,Průchozí díra,Cihla,Strop,1.4,1.1
1019,180,ks,Vrtání otvor,Průchozí díra,Cihla,Stěna,1.4,1.2
1020,180,ks,Vrtání otvor,Průchozí díra,Cihla,Štafle,1.4,1.5
1021,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
1022,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Strop,1.2,1.1
1023,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Stěna,1.2,1.2
1024,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Štafle,1.2,1.5
1025,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
1026,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Strop,1,1.1
1027,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
1028,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
1029,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
1030,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Strop,1.5,1.1
1031,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Stěna,1.5,1.2
1032,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Štafle,1.5,1.5
1033,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
1034,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Strop,2.5,1.1
1035,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Stěna,2.5,1.2
1036,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Štafle,2.5,1.5
1037,180,ks,Vrtání otvor,Průchozí díra,-,Nízká (u podlahy),1,1
1038,180,ks,Vrtání otvor,Průchozí díra,-,Strop,1,1.1
1039,180,ks,Vrtání otvor,Průchozí díra,-,Stěna,1,1.2
1040,180,ks,Vrtání otvor,Průchozí díra,-,Štafle,1,1.5
1041,180,ks,Vrtání otvor,Průchozí díra,Beton,Nízká (u podlahy),2,1
1042,180,ks,Vrtání otvor,Průchozí díra,Beton,Strop,2,1.1
1043,180,ks,Vrtání otvor,Průchozí díra,Beton,Stěna,2,1.2
1044,180,ks,Vrtání otvor,Průchozí díra,Beton,Štafle,2,1.5
1045,180,ks,Vrtání otvor,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
1046,180,ks,Vrtání otvor,Průchozí díra,Cihla,Strop,1.4,1.1
1047,180,ks,Vrtání otvor,Průchozí díra,Cihla,Stěna,1.4,1.2
1048,180,ks,Vrtání otvor,Průchozí díra,Cihla,Štafle,1.4,1.5
1049,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
1050,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Strop,1.2,1.1
1051,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Stěna,1.2,1.2
1052,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Štafle,1.2,1.5
1053,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
1054,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Strop,1,1.1
1055,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
1056,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
1057,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
1058,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Strop,1.5,1.1
1059,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Stěna,1.5,1.2
1060,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Štafle,1.5,1.5
1061,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
1062,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Strop,2.5,1.1
1063,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Stěna,2.5,1.2
1064,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Štafle,2.5,1.5
1065,180,ks,Vrtání otvor,Průchozí díra,-,Nízká (u podlahy),1,1
1066,180,ks,Vrtání otvor,Průchozí díra,-,Strop,1,1.1
1067,180,ks,Vrtání otvor,Průchozí díra,-,Stěna,1,1.2
1068,180,ks,Vrtání otvor,Průchozí díra,-,Štafle,1,1.5
1069,180,ks,Vrtání otvor,Průchozí díra,Beton,Nízká (u podlahy),2,1
1070,180,ks,Vrtání otvor,Průchozí díra,Beton,Strop,2,1.1
1071,180,ks,Vrtání otvor,Průchozí díra,Beton,Stěna,2,1.2
1072,180,ks,Vrtání otvor,Průchozí díra,Beton,Štafle,2,1.5
1073,180,ks,Vrtání otvor,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
1074,180,ks,Vrtání otvor,Průchozí díra,Cihla,Strop,1.4,1.1
1075,180,ks,Vrtání otvor,Průchozí díra,Cihla,Stěna,1.4,1.2
1076,180,ks,Vrtání otvor,Průchozí díra,Cihla,Štafle,1.4,1.5
1077,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
1078,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Strop,1.2,1.1
1079,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Stěna,1.2,1.2
1080,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Štafle,1.2,1.5
1081,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Nízká (u podlahy),1,1
1082,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Strop,1,1.1
1083,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Stěna,1,1.2
1084,180,ks,Vrtání otvor,Průchozí díra,Omítka - Sádra,Štafle,1,1.5
1085,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Nízká (u podlahy),1.5,1
1086,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Strop,1.5,1.1
1087,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Stěna,1.5,1.2
1088,180,ks,Vrtání otvor,Průchozí díra,Tvárnice,Štafle,1.5,1.5
1089,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Nízká (u podlahy),2.5,1
1090,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Strop,2.5,1.1
1091,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Stěna,2.5,1.2
1092,180,ks,Vrtání otvor,Průchozí díra,Železobeton,Štafle,2.5,1.5
1093,180,ks,Vrtání otvor,Průchozí díra,-,Nízká (u podlahy),1,1
1094,180,ks,Vrtání otvor,Průchozí díra,-,Strop,1,1.1
1095,180,ks,Vrtání otvor,Průchozí díra,-,Stěna,1,1.2
1096,180,ks,Vrtání otvor,Průchozí díra,-,Štafle,1,1.5
1097,180,ks,Vrtání otvor,Průchozí díra,Beton,Nízká (u podlahy),2,1
1098,180,ks,Vrtání otvor,Průchozí díra,Beton,Strop,2,1.1
1099,180,ks,Vrtání otvor,Průchozí díra,Beton,Stěna,2,1.2
1100,180,ks,Vrtání otvor,Průchozí díra,Beton,Štafle,2,1.5
1101,180,ks,Vrtání otvor,Průchozí díra,Cihla,Nízká (u podlahy),1.4,1
1102,180,ks,Vrtání otvor,Průchozí díra,Cihla,Strop,1.4,1.1
1103,180,ks,Vrtání otvor,Průchozí díra,Cihla,Stěna,1.4,1.2
1104,180,ks,Vrtání otvor,Průchozí díra,Cihla,Štafle,1.4,1.5
1105,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Nízká (u podlahy),1.2,1
1106,180,ks,Vrtání otvor,Průchozí díra,Dlažba,Strop,1.2,1.1
